# time,absorbance
6.814000000000000000e+03,0.000000000000000000e+00
6.826000000000000000e+03,0.000000000000000000e+00
6.838000000000000000e+03,0.000000000000000000e+00
6.851000000000000000e+03,0.000000000000000000e+00
6.863000000000000000e+03,0.000000000000000000e+00
6.875000000000000000e+03,0.000000000000000000e+00
6.888000000000000000e+03,0.000000000000000000e+00
6.900000000000000000e+03,0.000000000000000000e+00
6.912000000000000000e+03,0.000000000000000000e+00
6.925000000000000000e+03,0.000000000000000000e+00
6.937000000000000000e+03,0.000000000000000000e+00
6.950000000000000000e+03,0.000000000000000000e+00
6.962000000000000000e+03,0.000000000000000000e+00
6.974000000000000000e+03,0.000000000000000000e+00
6.987000000000000000e+03,0.000000000000000000e+00
6.999000000000000000e+03,0.000000000000000000e+00
7.011000000000000000e+03,0.000000000000000000e+00
7.024000000000000000e+03,0.000000000000000000e+00
7.036000000000000000e+03,0.000000000000000000e+00
7.048000000000000000e+03,0.000000000000000000e+00
7.061000000000000000e+03,0.000000000000000000e+00
7.073000000000000000e+03,0.000000000000000000e+00
7.085000000000000000e+03,0.000000000000000000e+00
7.098000000000000000e+03,0.000000000000000000e+00
7.110000000000000000e+03,0.000000000000000000e+00
7.123000000000000000e+03,0.000000000000000000e+00
7.135000000000000000e+03,0.000000000000000000e+00
7.147000000000000000e+03,0.000000000000000000e+00
7.160000000000000000e+03,0.000000000000000000e+00
7.172000000000000000e+03,0.000000000000000000e+00
7.184000000000000000e+03,0.000000000000000000e+00
7.197000000000000000e+03,0.000000000000000000e+00
7.209000000000000000e+03,0.000000000000000000e+00
7.221000000000000000e+03,0.000000000000000000e+00
7.234000000000000000e+03,0.000000000000000000e+00
7.246000000000000000e+03,0.000000000000000000e+00
7.258000000000000000e+03,0.000000000000000000e+00
7.271000000000000000e+03,0.000000000000000000e+00
7.283000000000000000e+03,0.000000000000000000e+00
7.296000000000000000e+03,0.000000000000000000e+00
7.308000000000000000e+03,0.000000000000000000e+00
7.320000000000000000e+03,0.000000000000000000e+00
7.333000000000000000e+03,0.000000000000000000e+00
7.345000000000000000e+03,0.000000000000000000e+00
7.358000000000000000e+03,0.000000000000000000e+00
7.370000000000000000e+03,0.000000000000000000e+00
7.382000000000000000e+03,0.000000000000000000e+00
7.395000000000000000e+03,0.000000000000000000e+00
7.407000000000000000e+03,0.000000000000000000e+00
7.420000000000000000e+03,0.000000000000000000e+00
7.432000000000000000e+03,0.000000000000000000e+00
7.445000000000000000e+03,0.000000000000000000e+00
7.457000000000000000e+03,0.000000000000000000e+00
7.470000000000000000e+03,0.000000000000000000e+00
7.482000000000000000e+03,0.000000000000000000e+00
7.494000000000000000e+03,0.000000000000000000e+00
7.507000000000000000e+03,0.000000000000000000e+00
7.519000000000000000e+03,0.000000000000000000e+00
7.532000000000000000e+03,0.000000000000000000e+00
7.544000000000000000e+03,0.000000000000000000e+00
7.557000000000000000e+03,0.000000000000000000e+00
7.569000000000000000e+03,0.000000000000000000e+00
7.582000000000000000e+03,0.000000000000000000e+00
7.594000000000000000e+03,0.000000000000000000e+00
7.607000000000000000e+03,0.000000000000000000e+00
7.619000000000000000e+03,0.000000000000000000e+00
7.631000000000000000e+03,0.000000000000000000e+00
7.644000000000000000e+03,0.000000000000000000e+00
7.657000000000000000e+03,0.000000000000000000e+00
7.669000000000000000e+03,0.000000000000000000e+00
7.682000000000000000e+03,0.000000000000000000e+00
7.694000000000000000e+03,0.000000000000000000e+00
7.707000000000000000e+03,0.000000000000000000e+00
7.719000000000000000e+03,0.000000000000000000e+00
7.732000000000000000e+03,0.000000000000000000e+00
7.744000000000000000e+03,0.000000000000000000e+00
7.757000000000000000e+03,0.000000000000000000e+00
7.769000000000000000e+03,0.000000000000000000e+00
7.782000000000000000e+03,0.000000000000000000e+00
7.794000000000000000e+03,0.000000000000000000e+00
7.807000000000000000e+03,0.000000000000000000e+00
7.819000000000000000e+03,0.000000000000000000e+00
7.832000000000000000e+03,0.000000000000000000e+00
7.844000000000000000e+03,0.000000000000000000e+00
7.857000000000000000e+03,0.000000000000000000e+00
7.869000000000000000e+03,0.000000000000000000e+00
7.882000000000000000e+03,0.000000000000000000e+00
7.894000000000000000e+03,0.000000000000000000e+00
7.907000000000000000e+03,0.000000000000000000e+00
7.920000000000000000e+03,0.000000000000000000e+00
7.932000000000000000e+03,0.000000000000000000e+00
7.945000000000000000e+03,0.000000000000000000e+00
7.957000000000000000e+03,0.000000000000000000e+00
7.970000000000000000e+03,0.000000000000000000e+00
7.982000000000000000e+03,0.000000000000000000e+00
7.995000000000000000e+03,0.000000000000000000e+00
8.008000000000000000e+03,0.000000000000000000e+00
8.020000000000000000e+03,0.000000000000000000e+00
8.033000000000000000e+03,0.000000000000000000e+00
8.046000000000000000e+03,0.000000000000000000e+00
8.059000000000000000e+03,0.000000000000000000e+00
8.071000000000000000e+03,0.000000000000000000e+00
8.084000000000000000e+03,0.000000000000000000e+00
8.096000000000000000e+03,0.000000000000000000e+00
8.109000000000000000e+03,0.000000000000000000e+00
8.121000000000000000e+03,0.000000000000000000e+00
8.134000000000000000e+03,0.000000000000000000e+00
8.147000000000000000e+03,0.000000000000000000e+00
8.159000000000000000e+03,0.000000000000000000e+00
8.172000000000000000e+03,0.000000000000000000e+00
8.185000000000000000e+03,0.000000000000000000e+00
8.197000000000000000e+03,0.000000000000000000e+00
8.210000000000000000e+03,0.000000000000000000e+00
8.223000000000000000e+03,0.000000000000000000e+00
8.235000000000000000e+03,0.000000000000000000e+00
8.248000000000000000e+03,0.000000000000000000e+00
8.261000000000000000e+03,0.000000000000000000e+00
8.273000000000000000e+03,0.000000000000000000e+00
8.286000000000000000e+03,0.000000000000000000e+00
8.298000000000000000e+03,0.000000000000000000e+00
8.311000000000000000e+03,0.000000000000000000e+00
8.324000000000000000e+03,0.000000000000000000e+00
8.336000000000000000e+03,0.000000000000000000e+00
8.349000000000000000e+03,0.000000000000000000e+00
8.362000000000000000e+03,0.000000000000000000e+00
8.374000000000000000e+03,0.000000000000000000e+00
8.387000000000000000e+03,0.000000000000000000e+00
8.400000000000000000e+03,0.000000000000000000e+00
8.412000000000000000e+03,0.000000000000000000e+00
8.425000000000000000e+03,0.000000000000000000e+00
8.438000000000000000e+03,0.000000000000000000e+00
8.451000000000000000e+03,0.000000000000000000e+00
8.463000000000000000e+03,0.000000000000000000e+00
8.476000000000000000e+03,0.000000000000000000e+00
8.489000000000000000e+03,0.000000000000000000e+00
8.502000000000000000e+03,0.000000000000000000e+00
8.514000000000000000e+03,0.000000000000000000e+00
8.527000000000000000e+03,0.000000000000000000e+00
8.540000000000000000e+03,0.000000000000000000e+00
8.553000000000000000e+03,0.000000000000000000e+00
8.565000000000000000e+03,0.000000000000000000e+00
8.578000000000000000e+03,0.000000000000000000e+00
8.591000000000000000e+03,0.000000000000000000e+00
8.604000000000000000e+03,0.000000000000000000e+00
8.616000000000000000e+03,0.000000000000000000e+00
8.629000000000000000e+03,0.000000000000000000e+00
8.642000000000000000e+03,0.000000000000000000e+00
8.655000000000000000e+03,0.000000000000000000e+00
8.668000000000000000e+03,0.000000000000000000e+00
8.681000000000000000e+03,0.000000000000000000e+00
8.693000000000000000e+03,0.000000000000000000e+00
8.706000000000000000e+03,0.000000000000000000e+00
8.719000000000000000e+03,0.000000000000000000e+00
8.732000000000000000e+03,0.000000000000000000e+00
8.745000000000000000e+03,0.000000000000000000e+00
8.757000000000000000e+03,0.000000000000000000e+00
8.770000000000000000e+03,0.000000000000000000e+00
8.783000000000000000e+03,0.000000000000000000e+00
8.796000000000000000e+03,0.000000000000000000e+00
8.808000000000000000e+03,0.000000000000000000e+00
8.821000000000000000e+03,0.000000000000000000e+00
8.834000000000000000e+03,0.000000000000000000e+00
8.847000000000000000e+03,0.000000000000000000e+00
8.859000000000000000e+03,0.000000000000000000e+00
8.872000000000000000e+03,0.000000000000000000e+00
8.885000000000000000e+03,0.000000000000000000e+00
8.898000000000000000e+03,0.000000000000000000e+00
8.911000000000000000e+03,0.000000000000000000e+00
8.924000000000000000e+03,0.000000000000000000e+00
8.937000000000000000e+03,0.000000000000000000e+00
8.949000000000000000e+03,0.000000000000000000e+00
8.962000000000000000e+03,0.000000000000000000e+00
8.975000000000000000e+03,0.000000000000000000e+00
8.988000000000000000e+03,0.000000000000000000e+00
9.001000000000000000e+03,0.000000000000000000e+00
9.013000000000000000e+03,0.000000000000000000e+00
9.026000000000000000e+03,0.000000000000000000e+00
9.039000000000000000e+03,0.000000000000000000e+00
9.052000000000000000e+03,0.000000000000000000e+00
9.065000000000000000e+03,0.000000000000000000e+00
9.078000000000000000e+03,0.000000000000000000e+00
9.091000000000000000e+03,0.000000000000000000e+00
9.104000000000000000e+03,0.000000000000000000e+00
9.116000000000000000e+03,0.000000000000000000e+00
9.129000000000000000e+03,0.000000000000000000e+00
9.142000000000000000e+03,0.000000000000000000e+00
9.155000000000000000e+03,0.000000000000000000e+00
9.168000000000000000e+03,0.000000000000000000e+00
9.181000000000000000e+03,0.000000000000000000e+00
9.194000000000000000e+03,0.000000000000000000e+00
9.207000000000000000e+03,0.000000000000000000e+00
9.220000000000000000e+03,0.000000000000000000e+00
9.233000000000000000e+03,0.000000000000000000e+00
9.246000000000000000e+03,0.000000000000000000e+00
9.259000000000000000e+03,0.000000000000000000e+00
9.272000000000000000e+03,0.000000000000000000e+00
9.284000000000000000e+03,0.000000000000000000e+00
9.298000000000000000e+03,0.000000000000000000e+00
9.311000000000000000e+03,0.000000000000000000e+00
9.324000000000000000e+03,0.000000000000000000e+00
9.337000000000000000e+03,0.000000000000000000e+00
9.349000000000000000e+03,0.000000000000000000e+00
9.362000000000000000e+03,0.000000000000000000e+00
9.375000000000000000e+03,0.000000000000000000e+00
9.388000000000000000e+03,0.000000000000000000e+00
9.401000000000000000e+03,0.000000000000000000e+00
9.414000000000000000e+03,0.000000000000000000e+00
9.427000000000000000e+03,0.000000000000000000e+00
9.440000000000000000e+03,0.000000000000000000e+00
9.453000000000000000e+03,0.000000000000000000e+00
9.466000000000000000e+03,0.000000000000000000e+00
9.479000000000000000e+03,0.000000000000000000e+00
9.492000000000000000e+03,0.000000000000000000e+00
9.505000000000000000e+03,0.000000000000000000e+00
9.518000000000000000e+03,0.000000000000000000e+00
9.531000000000000000e+03,0.000000000000000000e+00
9.544000000000000000e+03,0.000000000000000000e+00
9.557000000000000000e+03,0.000000000000000000e+00
9.570000000000000000e+03,0.000000000000000000e+00
9.583000000000000000e+03,0.000000000000000000e+00
9.596000000000000000e+03,0.000000000000000000e+00
9.609000000000000000e+03,0.000000000000000000e+00
9.622000000000000000e+03,0.000000000000000000e+00
9.635000000000000000e+03,0.000000000000000000e+00
9.648000000000000000e+03,0.000000000000000000e+00
9.661000000000000000e+03,0.000000000000000000e+00
9.674000000000000000e+03,0.000000000000000000e+00
9.687000000000000000e+03,0.000000000000000000e+00
9.700000000000000000e+03,0.000000000000000000e+00
9.713000000000000000e+03,0.000000000000000000e+00
9.726000000000000000e+03,0.000000000000000000e+00
9.739000000000000000e+03,0.000000000000000000e+00
9.752000000000000000e+03,0.000000000000000000e+00
9.765000000000000000e+03,0.000000000000000000e+00
9.778000000000000000e+03,0.000000000000000000e+00
9.791000000000000000e+03,0.000000000000000000e+00
9.804000000000000000e+03,0.000000000000000000e+00
9.817000000000000000e+03,8.474369405272249179e-05
9.830000000000000000e+03,1.574693529729849235e-03
9.843000000000000000e+03,1.991605373616520992e-03
9.856000000000000000e+03,5.002269908367054261e-04
9.869000000000000000e+03,7.293367354334823671e-04
9.882000000000000000e+03,2.118437331352171306e-05
9.895000000000000000e+03,1.026510851694860046e-03
9.908000000000000000e+03,2.796781630733055548e-03
9.921000000000000000e+03,3.014307413738884656e-03
9.934000000000000000e+03,1.527922275373752364e-03
9.947000000000000000e+03,2.860748493035657203e-03
9.961000000000000000e+03,2.975912593037094520e-03
9.974000000000000000e+03,1.695039273330073328e-04
9.987000000000000000e+03,2.383356557979008587e-03
1.000000000000000000e+04,0.000000000000000000e+00
1.001300000000000000e+04,2.950317931541742225e-03
1.002600000000000000e+04,5.765834769754546625e-04
1.003900000000000000e+04,0.000000000000000000e+00
1.005200000000000000e+04,1.187919140631002674e-03
1.006500000000000000e+04,2.251313962633645985e-03
1.007800000000000000e+04,1.821388930858915947e-03
1.009100000000000000e+04,0.000000000000000000e+00
1.010500000000000000e+04,1.736305720794566231e-03
1.011800000000000000e+04,2.349277205979401813e-03
1.013100000000000000e+04,1.438645683555486417e-03
1.014400000000000000e+04,1.196415975689375799e-03
1.015700000000000000e+04,1.800116565595136957e-03
1.017000000000000000e+04,3.136342997156965694e-04
1.018300000000000000e+04,5.935534082804293492e-04
1.019600000000000000e+04,4.082189182367581062e-03
1.020900000000000000e+04,2.600675314833530115e-03
1.022200000000000000e+04,2.276867461031972708e-03
1.023600000000000000e+04,1.119950444065974078e-03
1.024900000000000000e+04,3.099641392203768362e-03
1.026200000000000000e+04,1.081722726347960749e-03
1.027500000000000000e+04,2.136341822561651539e-03
1.028800000000000000e+04,2.498394118300913472e-03
1.030100000000000000e+04,0.000000000000000000e+00
1.031500000000000000e+04,5.538735166715767419e-03
1.032800000000000000e+04,2.903398302739453908e-03
1.034100000000000000e+04,9.373372634396078028e-04
1.035400000000000000e+04,2.034126530751725914e-04
1.036700000000000000e+04,2.332238532762362804e-03
1.038100000000000000e+04,1.349387440282079310e-03
1.039400000000000000e+04,2.268349461170871689e-03
1.040700000000000000e+04,9.755522735309060146e-04
1.042000000000000000e+04,2.387616665016705289e-03
1.043300000000000000e+04,2.950317931541742225e-03
1.044600000000000000e+04,3.056972307075470768e-03
1.045900000000000000e+04,2.034169910453141866e-03
1.047300000000000000e+04,1.009523994598323423e-03
1.048600000000000000e+04,2.315200527997410013e-03
1.049900000000000000e+04,2.204469786919685363e-03
1.051200000000000000e+04,8.778983751967213509e-04
1.052500000000000000e+04,0.000000000000000000e+00
1.053900000000000000e+04,8.863891469013001657e-04
1.055200000000000000e+04,2.651824947654475399e-03
1.056500000000000000e+04,2.217244970115388788e-03
1.057800000000000000e+04,1.264396641384008067e-03
1.059100000000000000e+04,2.797169673619642445e-04
1.060500000000000000e+04,3.355743976744957058e-03
1.061800000000000000e+04,1.694741598214718161e-05
1.063100000000000000e+04,2.997242629921361388e-03
1.064500000000000000e+04,2.754142289500849296e-03
1.065800000000000000e+04,2.822367245070160451e-03
1.067100000000000000e+04,1.277144200940342729e-03
1.068400000000000000e+04,2.415631344120161897e-04
1.069800000000000000e+04,1.868191802429933213e-03
1.071100000000000000e+04,1.370637739100920944e-03
1.072400000000000000e+04,1.570441389368153499e-03
1.073700000000000000e+04,2.685928049963255508e-03
1.075100000000000000e+04,2.835160617508540159e-03
